model,param_1,param_2,mse
rise_logistic_norm_t50_fitted_t0,1.630503245746709,0.59343475059424,0.02384326903642144
shift_wd_0.22,0.12141433186274167,,
shift_wd_0.30,0.5607169048098006,,
