label,lambda_geo,task,optimizer,summary_csv,analysis_dir,comparison_csv,comparison_md,mean_t50,mean_t95,shared_onset_c,fixed_shared_onset_logistic_mse,fitted_onset_logistic_mse,t95_inverse_weight_decay_r2,alignment_mse_norm_t50,final_test_acc,stop_epoch
mul_adamw_lambda_0,0.0,mul,adamw,leech_arch_ablation_prelim/mul_adamw_lambda_0/scan.csv,leech_arch_ablation_prelim/mul_adamw_lambda_0/analysis,leech_arch_ablation_prelim/mul_adamw_lambda_0/comparison.csv,leech_arch_ablation_prelim/mul_adamw_lambda_0/comparison.md,5640.0,9000.0,0.389328342998692,0.029216056234243486,0.02384326903642144,1.0,0.0029104408929377665,1.0,7260
