p,weight_decay,seed,peak_x,peak_height,slope_proxy_k,half_max_width,pre_t50_area,pre_t50_fraction,skew,gaussian_mu,gaussian_sigma,gaussian_mse,corr_to_mean
97,0.22,0,1.0050000000000001,19.567311719059852,78.26924687623941,1.395,0.8890510343068415,0.5902040449062244,-0.31192002204541225,0.7211868759731751,0.4407714568014597,149.06279302743104,0.7968642110505916
97,0.3,0,1.1325,8.525254414195043,34.10101765678017,1.7325000000000002,1.163757860096438,0.6089123017332436,0.03675426049944871,0.8039414413138145,0.5365254714057326,83.37636077420576,0.7248069366967155
