model_name,task,optimizer,seed,p,weight_decay,epochs,train_frac,lr,momentum,d_model,n_heads,n_layers,ff_mult,lambda_geo,grok_thr,grok_patience_logs,t_fit,t50,t95,stop_epoch,stopped_early,final_train_loss,final_test_loss,final_train_total_loss,final_test_total_loss,final_train_acc,final_test_acc,final_train_resonance,final_test_resonance
leech_modular_classifier,mul,adamw,0,97,0.22,30000,0.3,0.001,,192,8,2,2,0.0,1.0,5,60,5060,5500,7260,True,0.005966901779174805,0.010609382763504982,0.005966901779174805,0.010609382763504982,1.0,1.0,0.47353681921958923,0.47412997484207153
leech_modular_classifier,mul,adamw,0,97,0.3,30000,0.3,0.001,,192,8,2,2,0.0,1.0,5,60,6220,12500,13200,True,0.003842310281470418,0.011185728013515472,0.003842310281470418,0.011185728013515472,1.0,1.0,0.483344167470932,0.4836573004722595
