p,weight_decay,seed,peak_x,peak_height,slope_proxy_k,half_max_width,pre_t50_area,pre_t50_fraction,skew,gaussian_mu,gaussian_sigma,gaussian_mse,corr_to_mean
97,0.22,0,1.5450000000000002,10.174152930577563,40.69661172231025,1.5525000000000002,0.7504112637681627,0.5257542124903875,-0.3161662750791667,0.8399502031384924,0.5169548365796229,44.97052974641087,0.6894149219148534
97,0.3,0,0.9975,18.049289598351333,72.19715839340533,1.1175000000000002,1.1170287972209723,0.5887930157091031,-0.3521279035540524,0.6704574510611258,0.4287395950497561,122.1707981553413,0.844362617996098
