model,param_1,param_2,mse
rise_logistic_norm_t50_fitted_t0,3.0128152364177363,0.5024830154339863,0.02718519615158297
shift_wd_0.20,0.22805718321703558,,
shift_wd_0.22,0.34318191207519355,,
shift_wd_0.24,0.2902183495812078,,
shift_wd_0.25,0.4390631402977079,,
shift_wd_0.30,0.29038029719434394,,
shift_wd_0.35,0.28202976640831284,,
shift_wd_0.40,0.3439809584337684,,
