model,param_1,param_2,mse
rise_logistic_norm_t50_fitted_t0,2.477577257036355,0.5075557999106819,0.02232811675001422
shift_wd_0.22,0.39811344332974413,,
shift_wd_0.30,0.30473144061073204,,
