label,task,architecture,optimizer,t_fit,t50,t95,shared_onset_c,fixed_shared_onset_logistic_mse,fitted_onset_logistic_mse,t95_inverse_weight_decay_r2,alignment_mse_norm_t50,alignment_mse_norm_t95,final_train_acc,final_test_acc,trajectory_note
dashifine_baseline,modular multiplication,dashi_baseline,adamw,,,,0.8054802151744889,0.0003599398250397975,0.00035069122389562224,0.9976373410738996,5.150011836672701e-05,0.00021471642178932983,,,The accepted baseline shows stronger collapse under epoch / t50 than epoch / t95 and supports a shared-onset logistic rise rather than a Gompertz upgrade.
leech_mul_adamw_seed0,mul,translated_leech_modular_classifier,adamw,60.0,3240.0,3905.714285714286,0.32540211256280865,0.02824960653876869,0.02718519615158297,0.38656513035879725,0.005163533070011746,0.012144745799311778,1.0,1.0,Generated from local Phase 2 harness.
